ID,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D04559,26.5,77,0,0.62,615,Rupit,Rendah
D04560,29.1,82,9,0.57,636,Rupit,Sedang
D04561,29.8,81,18,0.57,641,Rupit,Sedang
D04562,26.4,80,36,0.62,661,Rupit,Rendah
D04563,30.9,79,36,0.52,614,Rupit,Sedang
D04564,30.7,80,18,0.6,614,Rupit,Sedang
D04565,29.6,75,0,0.56,605,Rupit,Sedang
D04566,29.4,73,0,0.52,657,Rupit,Sedang
D04567,29.9,73,3,0.55,630,Rupit,Sedang
D04568,29.0,74,15,0.55,600,Rupit,Sedang
D04569,30.0,79,30,0.59,598,Rupit,Sedang
D04570,29.6,73,0,0.52,664,Rupit,Sedang
D04571,31.2,70,3,0.55,601,Rupit,Sedang
D04572,30.7,64,0,0.6,662,Rupit,Sedang
D04573,30.8,68,0,0.57,580,Rupit,Sedang
D04574,31.1,71,0,0.55,579,Rupit,Sedang
D04575,30.3,71,0,0.56,622,Rupit,Sedang
D04576,30.6,71,12,0.59,568,Rupit,Sedang
D04577,31.6,71,0,0.57,635,Rupit,Tinggi
D04578,28.5,71,12,0.61,668,Rupit,Sedang
D04579,30.1,68,12,0.61,623,Rupit,Sedang
D04580,32.5,66,12,0.58,631,Rupit,Tinggi
D04581,31.8,73,42,0.58,593,Rupit,Tinggi
D04582,31.2,77,21,0.59,649,Rupit,Sedang
D04583,31.1,67,39,0.55,654,Rupit,Sedang
D04584,30.4,65,0,0.54,630,Rupit,Sedang
D04585,28.1,61,0,0.61,629,Rupit,Sedang
D04586,32.4,61,0,0.6,648,Rupit,Tinggi
D04587,30.0,58,6,0.61,618,Rupit,Sedang
D04588,31.7,59,0,0.57,626,Rupit,Tinggi
D04589,30.4,58,6,0.61,620,Rupit,Sedang
D04590,32.8,60,0,0.53,588,Rupit,Tinggi
D04591,28.3,66,54,0.6,665,Rupit,Sedang
D04592,28.7,87,720,0.59,607,Rupit,Sedang
D04593,28.6,91,1338,0.59,622,Rupit,Sedang
D04594,29.3,88,123,0.59,624,Rupit,Sedang
D04595,29.7,82,162,0.53,615,Rupit,Sedang
D04596,28.2,80,6,0.58,625,Rupit,Sedang
D04597,28.9,80,0,0.58,600,Rupit,Sedang
D04598,29.9,78,0,0.54,682,Rupit,Sedang
D04599,29.8,78,9,0.55,611,Rupit,Sedang
D04600,29.3,78,3,0.55,629,Rupit,Sedang
D04601,29.7,76,3,0.58,604,Rupit,Sedang
D04602,29.3,76,9,0.55,623,Rupit,Sedang
D04603,29.5,74,0,0.59,620,Rupit,Sedang
D04604,30.6,70,0,0.58,645,Rupit,Sedang
D04605,31.0,72,0,0.56,647,Rupit,Sedang
D04606,30.0,71,3,0.53,648,Rupit,Sedang
D04607,30.6,68,0,0.56,641,Rupit,Sedang
D04608,28.4,66,0,0.6,660,Rupit,Sedang
D04609,30.8,68,0,0.58,603,Rupit,Sedang
D04610,29.9,64,3,0.59,675,Rupit,Sedang
D04611,25.2,60,0,0.62,625,Rupit,Rendah
D04612,29.8,68,0,0.6,591,Rupit,Sedang
D04613,30.8,69,15,0.56,581,Rupit,Sedang
D04614,31.2,65,3,0.56,636,Rupit,Sedang
D04615,32.1,71,18,0.54,650,Rupit,Tinggi
D04616,31.7,67,15,0.56,593,Rupit,Tinggi
D04617,31.3,63,0,0.58,638,Rupit,Sedang
D04618,31.2,59,0,0.52,564,Rupit,Sedang
D04619,31.4,67,66,0.55,607,Rupit,Sedang
D04620,28.1,88,810,0.58,628,Rupit,Sedang
D04621,29.1,85,501,0.53,646,Rupit,Sedang
D04622,30.2,83,63,0.58,576,Rupit,Sedang
D04623,30.3,77,66,0.57,599,Rupit,Sedang
D04624,30.6,83,129,0.57,642,Rupit,Sedang
D04625,29.7,83,864,0.56,595,Rupit,Sedang
D04626,29.6,82,54,0.6,670,Rupit,Sedang
D04627,30.0,77,18,0.6,603,Rupit,Sedang
D04628,30.9,72,42,0.53,618,Rupit,Sedang
D04629,28.7,85,384,0.58,584,Rupit,Sedang
D04630,29.5,86,228,0.57,627,Rupit,Sedang
D04631,28.8,76,12,0.54,634,Rupit,Sedang
D04632,30.5,72,12,0.6,621,Rupit,Sedang
D04633,28.9,80,453,0.56,580,Rupit,Sedang
D04634,30.2,82,90,0.6,625,Rupit,Sedang
D04635,26.5,81,297,0.61,624,Rupit,Rendah
D04636,30.4,77,27,0.53,624,Rupit,Sedang
D04637,31.0,76,60,0.56,607,Rupit,Sedang
D04638,30.8,74,21,0.55,615,Rupit,Sedang
D04639,28.4,72,21,0.61,600,Rupit,Sedang
D04640,28.1,70,0,0.62,691,Rupit,Sedang
D04641,30.8,69,27,0.53,711,Rupit,Sedang
D04642,31.2,68,57,0.53,628,Rupit,Sedang
D04643,30.1,85,1164,0.55,615,Rupit,Sedang
D04644,26.7,87,279,0.6,622,Rupit,Rendah
D04645,27.5,85,588,0.6,638,Rupit,Rendah
D04646,29.3,85,144,0.56,608,Rupit,Sedang
D04647,30.3,83,72,0.56,597,Rupit,Sedang
D04648,29.4,80,54,0.57,649,Rupit,Sedang
D04649,29.2,78,0,0.56,675,Rupit,Sedang
D04650,28.0,75,3,0.62,598,Rupit,Sedang
D04651,30.3,76,6,0.53,628,Rupit,Sedang
D04652,29.7,83,501,0.57,626,Rupit,Sedang
D04653,27.4,82,744,0.62,661,Rupit,Rendah
D04654,29.2,88,3720,0.56,645,Rupit,Sedang
D04655,29.0,88,69,0.58,608,Rupit,Sedang
D04656,27.7,90,1239,0.57,632,Rupit,Rendah
D04657,29.7,84,189,0.55,640,Rupit,Sedang
D04658,27.1,78,3,0.6,661,Rupit,Rendah
D04659,29.8,82,24,0.57,593,Rupit,Sedang
D04660,27.8,80,33,0.62,644,Rupit,Rendah
D04661,30.4,85,108,0.59,650,Rupit,Sedang
D04662,30.0,87,204,0.53,646,Rupit,Sedang
D04663,27.2,86,90,0.62,675,Rupit,Rendah
D04664,31.4,80,9,0.53,619,Rupit,Sedang
D04665,30.9,84,135,0.53,576,Rupit,Sedang
D04666,30.4,83,15,0.53,632,Rupit,Sedang
D04667,30.1,83,21,0.6,621,Rupit,Sedang
D04668,29.8,82,42,0.6,633,Rupit,Sedang
D04669,29.9,84,207,0.57,577,Rupit,Sedang
D04670,27.9,85,165,0.61,633,Rupit,Rendah
D04671,29.4,90,312,0.55,690,Rupit,Sedang
D04672,29.4,86,237,0.59,638,Rupit,Sedang
D04673,29.1,83,12,0.52,606,Rupit,Sedang
D04674,28.4,82,93,0.62,627,Rupit,Sedang
D04675,29.8,84,597,0.58,622,Rupit,Sedang
D04676,25.6,88,399,0.6,636,Rupit,Rendah
D04677,28.0,87,570,0.53,613,Rupit,Sedang
D04678,28.7,84,87,0.53,682,Rupit,Sedang
D04679,30.0,87,99,0.58,642,Rupit,Sedang
D04680,29.4,89,192,0.54,650,Rupit,Sedang
D04681,28.8,87,486,0.57,642,Rupit,Sedang
D04682,28.9,86,330,0.53,568,Rupit,Sedang
D04683,28.0,86,183,0.61,643,Rupit,Rendah
D04684,29.2,87,96,0.6,652,Rupit,Sedang
D04685,30.9,83,39,0.56,611,Rupit,Sedang
D04686,30.5,84,114,0.55,609,Rupit,Sedang
D04687,30.0,86,87,0.59,637,Rupit,Sedang
D04688,29.8,90,489,0.55,636,Rupit,Sedang
D04689,29.3,91,594,0.59,596,Rupit,Sedang
D04690,27.5,88,423,0.57,619,Rupit,Rendah
D04691,26.7,83,120,0.61,692,Rupit,Rendah
D04692,30.1,86,72,0.59,629,Rupit,Sedang
D04693,29.7,84,222,0.59,688,Rupit,Sedang
D04694,26.0,89,330,0.61,641,Rupit,Rendah
D04695,25.9,88,327,0.61,641,Rupit,Rendah
D04696,29.5,85,102,0.53,603,Rupit,Sedang
D04697,29.6,86,312,0.56,631,Rupit,Sedang
D04698,27.8,90,444,0.58,575,Rupit,Rendah
D04699,29.1,84,72,0.55,618,Rupit,Sedang
D04700,29.2,89,258,0.59,607,Rupit,Sedang
D04701,28.9,86,147,0.52,635,Rupit,Sedang
D04702,28.8,87,564,0.54,632,Rupit,Sedang
D04703,29.1,91,495,0.54,637,Rupit,Sedang
D04704,29.2,89,300,0.58,625,Rupit,Sedang
D04705,25.6,89,762,0.61,594,Rupit,Rendah
D04706,25.9,86,141,0.6,589,Rupit,Rendah
D04707,30.3,86,597,0.58,655,Rupit,Sedang
D04708,27.1,87,582,0.61,602,Rupit,Rendah
D04709,29.4,89,465,0.54,556,Rupit,Sedang
D04710,26.7,86,156,0.61,638,Rupit,Rendah
D04711,28.7,89,456,0.56,666,Rupit,Sedang
D04712,27.1,91,819,0.53,595,Rupit,Rendah
D04713,28.0,90,606,0.6,605,Rupit,Sedang
D04714,25.8,88,423,0.61,642,Rupit,Rendah
D04715,29.3,88,927,0.56,556,Rupit,Sedang
D04716,29.3,89,261,0.54,627,Rupit,Sedang
D04717,29.3,89,417,0.53,626,Rupit,Sedang
D04718,26.5,91,534,0.61,604,Rupit,Rendah
D04719,28.3,89,297,0.53,685,Rupit,Sedang
D04720,30.4,83,21,0.56,667,Rupit,Sedang
D04721,29.1,89,477,0.53,606,Rupit,Sedang
D04722,29.4,88,321,0.54,597,Rupit,Sedang
D04723,27.6,85,264,0.61,618,Rupit,Rendah
D04724,29.8,82,93,0.56,634,Rupit,Sedang
D04725,30.1,82,51,0.6,660,Rupit,Sedang
D04726,30.6,86,297,0.52,599,Rupit,Sedang
D04727,30.3,86,264,0.6,612,Rupit,Sedang
D04728,28.8,90,603,0.55,654,Rupit,Sedang
D04729,28.6,85,213,0.56,599,Rupit,Sedang
D04730,30.0,89,711,0.57,595,Rupit,Sedang
D04731,29.0,88,1110,0.52,601,Rupit,Sedang
D04732,27.9,87,237,0.53,662,Rupit,Rendah
D04733,30.6,84,147,0.55,666,Rupit,Sedang
D04734,29.2,88,546,0.58,693,Rupit,Sedang
D04735,28.3,88,390,0.52,618,Rupit,Sedang
D04736,29.4,89,348,0.53,614,Rupit,Sedang
D04737,29.3,88,564,0.57,640,Rupit,Sedang
D04738,29.0,90,429,0.55,650,Rupit,Sedang
D04739,28.4,87,339,0.6,556,Rupit,Sedang
D04740,29.6,89,423,0.52,681,Rupit,Sedang
D04741,30.0,86,255,0.52,690,Rupit,Sedang
D04742,29.7,89,1050,0.56,686,Rupit,Sedang
D04743,27.5,88,171,0.6,673,Rupit,Rendah
D04744,29.0,88,570,0.52,681,Rupit,Sedang
D04745,28.3,89,312,0.58,584,Rupit,Sedang
D04746,28.1,90,690,0.59,662,Rupit,Sedang
D04747,29.8,87,120,0.53,674,Rupit,Sedang
D04748,29.0,79,0,0.56,657,Rupit,Sedang
D04749,29.6,84,264,0.57,655,Rupit,Sedang
D04750,28.9,86,306,0.59,638,Rupit,Sedang
D04751,30.2,87,564,0.6,601,Rupit,Sedang
D04752,28.8,86,225,0.58,674,Rupit,Sedang
D04753,27.5,84,42,0.61,636,Rupit,Rendah
D04754,30.5,80,24,0.59,643,Rupit,Sedang
D04755,29.2,82,126,0.57,643,Rupit,Sedang
D04756,29.4,89,861,0.56,663,Rupit,Sedang
D04757,27.9,81,699,0.57,587,Rupit,Rendah
D04758,30.4,79,9,0.52,675,Rupit,Sedang
D04759,29.8,87,162,0.58,650,Rupit,Sedang
D04760,29.8,83,114,0.52,645,Rupit,Sedang
D04761,29.8,84,243,0.52,614,Rupit,Sedang
D04762,29.6,89,735,0.6,599,Rupit,Sedang
D04763,29.2,89,450,0.58,661,Rupit,Sedang
D04764,30.4,87,354,0.56,691,Rupit,Sedang
D04765,28.9,90,363,0.58,668,Rupit,Sedang
D04766,27.1,88,948,0.61,654,Rupit,Rendah
D04767,28.5,87,915,0.59,649,Rupit,Sedang
D04768,29.1,85,228,0.53,652,Rupit,Sedang
D04769,29.1,88,417,0.52,618,Rupit,Sedang
D04770,29.8,87,117,0.54,688,Rupit,Sedang
D04771,29.9,87,183,0.58,647,Rupit,Sedang
D04772,30.6,82,54,0.58,669,Rupit,Sedang
D04773,28.9,83,129,0.56,669,Rupit,Sedang
D04774,28.7,86,132,0.58,689,Rupit,Sedang
D04775,30.6,85,123,0.56,623,Rupit,Sedang
D04776,31.1,80,30,0.52,696,Rupit,Sedang
D04777,28.1,83,63,0.61,673,Rupit,Sedang
D04778,30.7,88,489,0.53,697,Rupit,Sedang
D04779,29.4,86,51,0.59,628,Rupit,Sedang
D04780,30.2,81,9,0.58,636,Rupit,Sedang
D04781,31.1,82,273,0.59,644,Rupit,Sedang
D04782,27.2,88,375,0.6,662,Rupit,Rendah
D04783,30.6,87,135,0.54,617,Rupit,Sedang
D04784,31.1,84,294,0.53,656,Rupit,Sedang
D04785,29.9,85,381,0.56,638,Rupit,Sedang
D04786,30.5,88,327,0.58,660,Rupit,Sedang
D04787,29.1,86,171,0.54,682,Rupit,Sedang
D04788,32.1,81,27,0.53,683,Rupit,Tinggi
D04789,31.9,82,327,0.56,663,Rupit,Tinggi
D04790,30.3,88,438,0.58,674,Rupit,Sedang
D04791,30.7,86,276,0.58,637,Rupit,Sedang
D04792,26.7,88,192,0.6,639,Rupit,Rendah
D04793,28.3,85,63,0.6,552,Rupit,Sedang
D04794,29.4,85,561,0.6,656,Rupit,Sedang
D04795,29.0,88,375,0.59,649,Rupit,Sedang
D04796,30.2,88,810,0.57,628,Rupit,Sedang
D04797,27.8,90,684,0.57,673,Rupit,Rendah
D04798,25.5,89,141,0.61,681,Rupit,Rendah
D04799,29.4,89,444,0.56,650,Rupit,Sedang
D04800,29.5,89,507,0.56,643,Rupit,Sedang
D04801,28.6,91,708,0.6,629,Rupit,Sedang
D04802,30.1,87,558,0.52,656,Rupit,Sedang
D04803,27.7,85,201,0.61,666,Rupit,Rendah
D04804,29.4,87,618,0.52,668,Rupit,Sedang
D04805,30.2,87,459,0.55,633,Rupit,Sedang
D04806,29.6,88,291,0.52,594,Rupit,Sedang
D04807,30.3,88,510,0.59,671,Rupit,Sedang
D04808,29.6,87,495,0.55,629,Rupit,Sedang
D04809,30.0,89,603,0.58,657,Rupit,Sedang
D04810,29.0,89,384,0.55,642,Rupit,Sedang
D04811,29.8,90,756,0.56,642,Rupit,Sedang
D04812,30.0,87,612,0.59,721,Rupit,Sedang
D04813,29.1,87,600,0.52,685,Rupit,Sedang
D04814,27.3,90,1158,0.61,617,Rupit,Rendah
D04815,26.4,92,828,0.6,671,Rupit,Rendah
D04816,28.5,88,156,0.55,668,Rupit,Sedang
D04817,29.4,86,453,0.57,693,Rupit,Sedang
D04818,26.3,89,237,0.61,669,Rupit,Rendah
D04819,29.6,90,459,0.53,580,Rupit,Sedang
D04820,26.5,90,498,0.61,659,Rupit,Rendah
D04821,29.0,89,276,0.59,654,Rupit,Sedang
D04822,29.7,87,294,0.58,677,Rupit,Sedang
D04823,29.7,87,525,0.52,631,Rupit,Sedang
D04824,29.3,91,687,0.53,678,Rupit,Sedang
D04825,29.2,89,768,0.58,626,Rupit,Sedang
D04826,30.2,88,375,0.59,645,Rupit,Sedang
D04827,30.4,88,363,0.6,660,Rupit,Sedang
D04828,28.5,90,276,0.56,646,Rupit,Sedang
D04829,26.9,88,69,0.6,633,Rupit,Rendah
D04830,30.4,87,252,0.54,722,Rupit,Sedang
D04831,30.7,87,489,0.56,675,Rupit,Sedang
D04832,30.5,88,318,0.54,625,Rupit,Sedang
D04833,29.5,89,423,0.57,668,Rupit,Sedang
D04834,29.2,88,315,0.58,670,Rupit,Sedang
D04835,30.6,88,330,0.52,665,Rupit,Sedang
D04836,29.2,88,243,0.58,635,Rupit,Sedang
D04837,29.3,93,969,0.55,634,Rupit,Sedang
D04838,30.3,88,759,0.58,629,Rupit,Sedang
D04839,29.9,90,513,0.56,645,Rupit,Sedang
D04840,28.8,89,468,0.53,665,Rupit,Sedang
D04841,28.1,90,177,0.56,700,Rupit,Sedang
D04842,28.9,90,174,0.55,641,Rupit,Sedang
D04843,29.9,87,111,0.53,692,Rupit,Sedang
D04844,27.8,90,201,0.61,629,Rupit,Rendah
D04845,29.5,90,126,0.58,642,Rupit,Sedang
D04846,29.5,91,399,0.52,636,Rupit,Sedang
D04847,28.9,92,1146,0.53,649,Rupit,Sedang
D04848,29.5,88,153,0.52,669,Rupit,Sedang
D04849,29.8,87,27,0.55,624,Rupit,Sedang
D04850,31.4,85,156,0.55,676,Rupit,Sedang
D04851,30.4,88,270,0.56,634,Rupit,Sedang
D04852,28.3,92,249,0.55,650,Rupit,Sedang
D04853,29.9,91,855,0.59,676,Rupit,Sedang
D04854,29.4,88,297,0.56,646,Rupit,Sedang
D04855,26.8,89,174,0.61,688,Rupit,Rendah
D04856,30.5,90,1173,0.57,646,Rupit,Sedang
D04857,30.7,87,702,0.56,632,Rupit,Sedang
D04858,30.4,86,21,0.53,605,Rupit,Sedang
D04859,28.5,92,561,0.55,604,Rupit,Sedang
D04860,29.5,87,0,0.52,683,Rupit,Sedang
D04861,30.7,89,204,0.58,632,Rupit,Sedang
D04862,29.1,89,57,0.54,640,Rupit,Sedang
D04863,29.8,87,93,0.57,608,Rupit,Sedang
D04864,29.3,89,486,0.57,665,Rupit,Sedang
D04865,30.7,88,318,0.55,594,Rupit,Sedang
D04866,28.5,93,258,0.55,606,Rupit,Sedang
D04867,27.0,89,30,0.6,631,Rupit,Rendah
D04868,30.8,90,171,0.55,671,Rupit,Sedang
D04869,26.9,90,402,0.6,691,Rupit,Rendah
D04870,28.1,87,411,0.61,675,Rupit,Sedang
D04871,29.0,90,249,0.54,677,Rupit,Sedang
D04872,26.4,89,744,0.6,576,Rupit,Rendah
D04873,28.9,90,609,0.57,667,Rupit,Sedang
D04874,27.1,92,546,0.6,660,Rupit,Rendah
D04875,28.2,87,3,0.52,698,Rupit,Sedang
D04876,30.9,83,6,0.56,638,Rupit,Sedang
D04877,29.9,89,78,0.56,606,Rupit,Sedang
D04878,28.5,89,273,0.53,634,Rupit,Sedang
D04879,30.7,86,192,0.55,642,Rupit,Sedang
D04880,29.6,89,282,0.6,648,Rupit,Sedang
D04881,28.3,90,288,0.57,644,Rupit,Sedang
D04882,30.4,88,354,0.54,651,Rupit,Sedang
D04883,30.0,87,186,0.6,607,Rupit,Sedang
D04884,29.7,83,6,0.56,657,Rupit,Sedang
D04885,29.7,82,0,0.58,650,Rupit,Sedang
D04886,25.8,90,507,0.61,665,Rupit,Rendah
D04887,29.5,91,1005,0.59,617,Rupit,Sedang
D04888,28.7,90,531,0.58,632,Rupit,Sedang
D04889,28.9,89,333,0.58,676,Rupit,Sedang
D04890,28.7,88,210,0.6,674,Rupit,Sedang
D04891,28.5,87,39,0.52,624,Rupit,Sedang
D04892,28.2,91,462,0.53,705,Rupit,Sedang
D04893,27.6,92,627,0.56,673,Rupit,Rendah
D04894,29.6,90,330,0.57,636,Rupit,Sedang
D04895,28.6,87,45,0.57,651,Rupit,Sedang
D04896,29.7,86,57,0.59,632,Rupit,Sedang
D04897,25.9,90,330,0.6,671,Rupit,Rendah
D04898,29.4,89,69,0.58,610,Rupit,Sedang
D04899,29.1,84,6,0.52,602,Rupit,Sedang
D04900,29.3,84,15,0.57,624,Rupit,Sedang
D04901,28.4,85,36,0.56,615,Rupit,Sedang
D04902,28.1,91,318,0.53,705,Rupit,Sedang
D04903,30.0,86,0,0.53,683,Rupit,Sedang
D04904,28.8,89,402,0.57,626,Rupit,Sedang
D04905,28.9,86,225,0.57,650,Rupit,Sedang
D04906,29.5,88,369,0.52,636,Rupit,Sedang
D04907,26.0,90,609,0.61,625,Rupit,Rendah
D04908,29.3,89,345,0.6,653,Rupit,Sedang
D04909,28.9,90,162,0.57,652,Rupit,Sedang
D04910,29.7,87,33,0.52,623,Rupit,Sedang
D04911,28.5,90,249,0.54,660,Rupit,Sedang
D04912,28.3,89,138,0.53,637,Rupit,Sedang
D04913,27.4,91,345,0.52,631,Rupit,Rendah
D04914,28.9,89,168,0.59,602,Rupit,Sedang
D04915,28.8,88,171,0.52,691,Rupit,Sedang
D04916,28.3,92,411,0.52,683,Rupit,Sedang
D04917,29.5,89,387,0.54,690,Rupit,Sedang
D04918,30.4,88,147,0.59,668,Rupit,Sedang
D04919,28.8,89,390,0.54,665,Rupit,Sedang
D04920,29.5,92,387,0.52,639,Rupit,Sedang
D04921,25.4,90,753,0.61,676,Rupit,Rendah
D04922,29.5,89,261,0.57,642,Rupit,Sedang
D04923,29.1,86,222,0.54,638,Rupit,Sedang
D04924,28.1,90,330,0.52,645,Rupit,Sedang
D04925,29.1,89,189,0.53,638,Rupit,Sedang
D04926,25.7,84,66,0.61,713,Rupit,Rendah
D04927,28.8,82,6,0.54,603,Rupit,Sedang
D04928,28.4,83,0,0.57,649,Rupit,Sedang
D04929,27.0,79,0,0.61,661,Rupit,Rendah
D04930,29.3,81,24,0.54,675,Rupit,Sedang
D04931,28.9,82,18,0.53,665,Rupit,Sedang
D04932,29.9,80,6,0.53,649,Rupit,Sedang
D04933,29.1,81,12,0.59,642,Rupit,Sedang
D04934,29.3,81,15,0.53,647,Rupit,Sedang
D04935,28.8,89,567,0.58,619,Rupit,Sedang
D04936,28.6,89,138,0.57,725,Rupit,Sedang
D04937,28.1,87,15,0.6,654,Rupit,Sedang
D04938,30.7,86,15,0.56,660,Rupit,Sedang
D04939,29.9,84,15,0.53,684,Rupit,Sedang
D04940,30.3,87,96,0.56,650,Rupit,Sedang
D04941,29.9,88,132,0.52,668,Rupit,Sedang
D04942,30.6,85,231,0.53,673,Rupit,Sedang
D04943,27.8,82,126,0.61,724,Rupit,Rendah
D04944,30.0,87,210,0.57,682,Rupit,Sedang
D04945,29.0,88,501,0.53,675,Rupit,Sedang
D04946,29.2,87,153,0.59,609,Rupit,Sedang
D04947,29.1,90,282,0.54,660,Rupit,Sedang
D04948,29.0,89,351,0.56,609,Rupit,Sedang
D04949,29.8,85,69,0.56,626,Rupit,Sedang
D04950,29.3,83,33,0.53,652,Rupit,Sedang
D04951,29.0,83,33,0.56,639,Rupit,Sedang
D04952,29.1,82,24,0.52,639,Rupit,Sedang
D04953,30.7,81,6,0.58,679,Rupit,Sedang
D04954,29.8,84,129,0.53,645,Rupit,Sedang
D04955,30.3,83,24,0.52,694,Rupit,Sedang
D04956,29.0,80,36,0.59,673,Rupit,Sedang
D04957,29.5,80,9,0.58,627,Rupit,Sedang
D04958,27.0,79,3,0.6,651,Rupit,Rendah
D04959,28.0,78,0,0.61,681,Rupit,Sedang
D04960,29.3,80,36,0.55,656,Rupit,Sedang
D04961,29.6,86,84,0.55,643,Rupit,Sedang
D04962,27.0,82,81,0.6,651,Rupit,Rendah
D04963,30.6,77,33,0.59,634,Rupit,Sedang
D04964,29.4,77,66,0.56,650,Rupit,Sedang
D04965,28.3,90,984,0.58,626,Rupit,Sedang
D04966,29.4,88,81,0.56,612,Rupit,Sedang
D04967,30.9,85,162,0.57,623,Rupit,Sedang
D04968,29.5,81,0,0.58,672,Rupit,Sedang
D04969,26.9,80,18,0.61,647,Rupit,Rendah
D04970,29.6,80,36,0.6,656,Rupit,Sedang
D04971,29.6,83,78,0.59,712,Rupit,Sedang
D04972,27.9,90,237,0.52,660,Rupit,Rendah
D04973,28.4,88,576,0.55,624,Rupit,Sedang
D04974,30.1,79,36,0.58,685,Rupit,Sedang
D04975,27.1,83,90,0.61,673,Rupit,Rendah
D04976,28.6,89,276,0.52,660,Rupit,Sedang
D04977,30.0,89,294,0.56,675,Rupit,Sedang
D04978,29.9,86,33,0.54,621,Rupit,Sedang
D04979,29.1,86,192,0.57,679,Rupit,Sedang
D04980,30.5,84,54,0.57,648,Rupit,Sedang
D04981,30.1,81,81,0.53,638,Rupit,Sedang
D04982,28.3,90,690,0.59,626,Rupit,Sedang
D04983,28.0,93,966,0.58,630,Rupit,Rendah
D04984,30.4,84,174,0.6,674,Rupit,Sedang
D04985,29.0,87,369,0.6,626,Rupit,Sedang
D04986,27.2,87,75,0.61,645,Rupit,Rendah
D04987,30.3,87,594,0.54,650,Rupit,Sedang
D04988,28.1,88,288,0.52,637,Rupit,Sedang
D04989,27.6,88,24,0.52,660,Rupit,Rendah
D04990,29.8,86,168,0.59,618,Rupit,Sedang
D04991,29.8,83,24,0.55,660,Rupit,Sedang
D04992,29.0,84,357,0.54,620,Rupit,Sedang
D04993,28.3,88,978,0.58,602,Rupit,Sedang
D04994,29.6,85,360,0.52,664,Rupit,Sedang
D04995,28.1,83,0,0.6,632,Rupit,Sedang
D04996,29.9,79,0,0.59,641,Rupit,Sedang
D04997,28.1,79,30,0.61,610,Rupit,Sedang
D04998,29.5,86,135,0.56,642,Rupit,Sedang
D04999,28.6,89,837,0.58,622,Rupit,Sedang
D05000,28.2,93,600,0.53,647,Rupit,Sedang
D05001,29.7,87,381,0.55,626,Rupit,Sedang
D05002,28.6,87,51,0.52,660,Rupit,Sedang
D05003,28.3,89,66,0.56,669,Rupit,Sedang
D05004,27.4,91,258,0.58,612,Rupit,Rendah
D05005,30.3,83,3,0.53,658,Rupit,Sedang
D05006,30.3,83,84,0.56,671,Rupit,Sedang
D05007,29.0,87,162,0.56,646,Rupit,Sedang
D05008,30.5,84,3,0.53,644,Rupit,Sedang
D05009,31.5,81,33,0.6,640,Rupit,Tinggi
D05010,26.8,89,606,0.61,635,Rupit,Rendah
D05011,29.5,87,306,0.52,657,Rupit,Sedang
D05012,27.6,87,309,0.6,641,Rupit,Rendah
D05013,28.7,87,201,0.56,622,Rupit,Sedang
D05014,26.4,89,54,0.61,683,Rupit,Rendah
D05015,30.3,87,66,0.53,687,Rupit,Sedang
D05016,29.5,89,111,0.57,681,Rupit,Sedang
D05017,27.5,87,6,0.61,670,Rupit,Rendah
D05018,27.7,85,15,0.54,641,Rupit,Rendah
D05019,29.1,85,21,0.6,632,Rupit,Sedang
D05020,29.2,87,63,0.59,684,Rupit,Sedang
D05021,30.6,86,417,0.56,661,Rupit,Sedang
D05022,28.5,87,540,0.56,664,Rupit,Sedang
D05023,30.0,89,393,0.57,621,Rupit,Sedang
D05024,28.6,89,198,0.55,651,Rupit,Sedang
D05025,30.5,86,75,0.58,710,Rupit,Sedang
D05026,29.6,86,78,0.55,636,Rupit,Sedang
D05027,29.3,87,117,0.6,727,Rupit,Sedang
D05028,28.7,91,333,0.6,660,Rupit,Sedang
D05029,26.3,88,108,0.61,631,Rupit,Rendah
D05030,28.5,89,777,0.57,601,Rupit,Sedang
D05031,25.3,91,306,0.61,615,Rupit,Rendah
D05032,27.2,88,696,0.6,691,Rupit,Rendah
D05033,30.0,88,828,0.55,675,Rupit,Sedang
D05034,30.1,78,3,0.54,634,Rupit,Sedang
D05035,31.4,80,6,0.6,651,Rupit,Sedang
D05036,28.0,86,69,0.61,670,Rupit,Rendah
D05037,26.2,88,348,0.6,653,Rupit,Rendah
D05038,27.7,88,597,0.6,620,Rupit,Rendah
D05039,27.2,90,756,0.61,620,Rupit,Rendah
D05040,30.1,87,282,0.59,655,Rupit,Sedang
D05041,30.0,86,51,0.6,670,Rupit,Sedang
D05042,29.6,88,855,0.55,609,Rupit,Sedang
D05043,28.8,86,195,0.6,648,Rupit,Sedang
D05044,29.5,88,570,0.52,618,Rupit,Sedang
D05045,28.8,87,336,0.58,654,Rupit,Sedang
D05046,28.3,87,393,0.58,635,Rupit,Sedang
D05047,30.2,85,129,0.52,669,Rupit,Sedang
D05048,30.0,83,27,0.6,680,Rupit,Sedang
D05049,28.8,87,387,0.6,630,Rupit,Sedang
D05050,30.1,87,243,0.56,602,Rupit,Sedang
D05051,29.3,90,51,0.54,629,Rupit,Sedang
D05052,28.7,86,12,0.53,599,Rupit,Sedang
D05053,30.5,84,0,0.53,701,Rupit,Sedang
D05054,31.3,81,3,0.54,600,Rupit,Sedang
D05055,28.9,78,36,0.61,625,Rupit,Sedang
